,content,label
4252,saudi english language magazine sayidaty addresses novel coronavirus since 2013,0
4253,egyptian health minister arrives italy secret coronavirus cure,0
4254,garlic onions traditional medicine recipes treatments new coronavirus,0
4255,city lviv vinnytsia coughing man thrown bus,0
4256,terrible conditions ukrainian hospitals ordinary people photo,0
4257,mostly hot air application hairdryer beat coronavirus,0
4258,auto hemotherapy cures covid 19,0
4259,vaccine made roche medical company cures covid 19 3 hours,0
4260,mostly viral post claiming french state scandal chloroquine additioning 20 different claims,0
4261,brazilian government iniciated registration process coronavirus financial aid whatsapp,0
4262,h1n1 lethal covid 19 brazil,0
4263,french champion chloroquine didier raoult supposed said use bill gates vaccines,0
4264,actor tom hanks died due coronavirus,0
4265,coronavirus pandemic chinese president said china time lead world,0
4266,brazilian government apply fees everyone gets caught street march 24,0
4267,brazilian doctor drauzio varella defends population need lockout,0
4268,one get free masks government fight coronavirus filling form web link,0
4269,mostly clapping together 5 pm create vibration destroy coronavirus,0
4270,mostly audio clip claiming renowned heart surgeon dr devi shetty going viral facebook twitter whatsapp,0
4271,mostly dolphins swans return italy waterways covid 19 lockdown,0
4272,declaration director center coordination health alerts emergencies spain tests covid 19 health personnel,0
4273,woman burned hands putting stove due high alcohol content hand sanitiser,0
4274,mostly viral image doctor couple italy gave lives treating coronavirus patients,0
4275,text macedonian website specifically headline says leader french national front marine le pen first victim eu coronavirus,0
4276,live stream infected foreigners coming ukraine italy went viral,0
4277,mostly tokyo olympics logo redesigned theme social distancing,0
4278,licensed guide rome vatican named katya tells really going coronavirus epidemic italy,0
4279,video bats found tiles many roofs hubei china source coronavirus,0
4280,dettol sanitizer kill coronavirus company knew coronavirus back 2019,0
4281,2019 novel coronavirus cured one bowl freshly boiled garlic,0
4282,video police killing covid 19 affected people china,0
4283,china court gave permission kill 20 000 patients affected coronavirus,0
4284,image coronavirus victims china,0
4285,drug ibuprofen aggravating factor one use paracetamol instead,0
4286,coronavirus found broiler chicken,0
4287,ministry home affairs india directed people post anything related coronavirus,0
4288,effects coronavirus affected persons lip,0
4289,videos pigs buried china due coronavirus outbreak,0
4290,hold breath 10 seconds check coronavirus,0
4291,precautionary measures suggested unicef,0
4292,video goats affected coronavirus,0
4293,scientists found drinking bitter gourd juice cure coronavirus,0
4294,video passengers infected coronavirus ethiopian airlines flight italy reached addis ababa airport,0
4295,details three coronavirus positive cases reported kothapet hyderabad india,0
4296,coronavirus patients china caught officials highway,0
4297,gargling warm water either salt vinegar eliminate coronavirus,0
4298,video new hospital set china coronavirus patients,0
4299,video police china taking control suspected covid 19 patients country,0
4300,indian pm modi providing free masks people swachh bharat mission keep protected coronavirus outbreak,0
4301,recently petrol companies reduced rs 6 40 petrol diesel rs 6 80,0
4302,european health organization eho announced eating beaf cure coronavirus,0
4303,images bjp men smearing cow dung one another party leader suman haripriya said cow dung may help cure coronavirus,0
4304,video american president donald trump announcing roche medical company launch vaccine covid 19,0
4305,coronavirus live 12 hours surface,0
4306,photo prime minister italy crying expressing helplessness save coronavirus patients italy,0
4307,image people died coronavirus italy,0
4308,video current situation italy due coronavirus,0
4309,video italian police taking man come streets despite lockdown country,0
4310,reserve bank india rbi extended year closing till 30 june 2020,0
4311,science behind indian prime minister modi 5 pm clapping initiative clapping generates vibration kill coronavirus also 22 march 2020 amavasya,0
4312,russian president putin left 800 lions outside make people stay homes,0
4313,government india announced national lockdown country 20 march 2020,0
4314,people shouting allahu akbar europe coronavirus outbreak,0
4315,audio clip conversation claiming government india announce shutdown country coming days 15 april 15 june wake coronavirus outbreak,0
4316,image dead bodies coronavirus victims italy,0
4317,covid 19 patients show symptoms first 14 days,0
4318,covid 19 known humans outbreak 2020,0
4319,video policeman taking man wandering lockdown italy,0
4320,video showing pile corpses italy,0
4321,photo indonesian doctor hideo ali looking children pregnant wife last time,0
4322,another new disease called hanta virus china,0
4323,photos coronavirus patients treated road italy,0
4324,iranian girl anahita hashemzadeh contracted coronavirus,0
4325,statement russian president valdimir putin said russian citizens choose quarantine prison,0
4326,coronavirus covid 19 mix sars hiv tuberculosis malaria,0
4327,true whatsapp chain cites real research survival different coronaviruses various materials air,1
4328,image accompanies text italian prime minister wept recognized losing battle coronavirus,0
4329,claims columbian president iv n duque approved collective dismissals workers due emergency covid 19 messages attach proof screenshots resolution 0803 2020 ministry labor,0
4331,ecuadorean government gives money people venezuela,0
4332,three photos showing coffins lined enclosed space released social media message coronavirus pandemic italy italy said,0
4333,audio warn arrival covid 19 suba hospital,0
4334,video broadcast networks allegedly shows first killed covid 19 ibagu columbia,0
4335,china seeks court approval kill 20000 coronavirus patients,0
4336,fake news conspiracy theory manipulation facts disinformation coronavirus created lab order destroy chinese economy vaccine already available,0
4337,nostradamus predicted coronavirus pandemic,0
4338,audio whatsapp head cardiology gregorio mara n hospital states moment uncontrolled coronavirus infection,0
4339,neuroscientist rodolfo llin says last 10 seconds without coughing without discomfort means fibrosis lungs therefore coronavirus infection,0
4340,madrid government announced students make classes summer,0
4341,whatsapp message suggests holding breath 10 seconds drink water every 15 minutes effective methods fighting coronavirus,0
4342,cocaine kills coronavirus,0
4343,cdc recommends men shave beards protect coronavirus,0
4344,coronavirus found broiler chicken,0
4345,viral claims propogating unicef message coronavirus,0
4346,china builds hospital 48 hours coronavius patients,0
4347,man gas mask supermarket lugo galicia spain,0
4348,partially chinese elderly couple infected coronavirus say goodbye hospital,0
4349,monkey infected coronavirus photo,0
4350,bats hide wuhan rooftops caused covid 19 outbreak,0
4351,video chinese epidemiologist saying millions infected,0
4352,china seeks approval court kill 20 000 coronavirus patients,0
4353,satellite images showing high levels sulphur dioxide china possible evidence mass cremations people died coronavirus,0
4354,partially china orders citizens abandon kill pets transmit coronavirus,0
4355,weed kills coronavirus,0
4356,video wuhan market new coronavirus started spread,0
4357,vitamin c warm water lemon effective ways preventing covid 19,0
4358,chinese people convert islam cov,0
4359,photo money wasted italians middle corona pandemic,0
4360,italians throw money streets,0
4361,lockdown india extended till may 8th,0
4362,davao city mayor sara duterte said local government units lgus blamed p200 billion cash assistance reached constituents,0
4363,people querantione singing kurdish song balconies diyarbak r,0
4364,man spitting police officer spread covid 19 india,0
4365,indian state gujarat government constructed hospital covid 19 patients 2200 beds 6 days,0
4366,mostly says 5g law passed everyone distracted coronavirus pandemic lists 20 symptoms associated 5g exposure,0
4367,government para ba state brazil received 11 6 million brazilian reais federal government spend healthcare covid 19 crisis instead money spent artistic performances,0
4368,mostly says otherwise healthy people experiencing mild moderate respiratory symptoms without covid 19 diagnosis high temperatures kill virus let fever run high 103 104 degrees,0
4369,lady applied sanitizer hands forearms went kitchen cook moment turned gas stove hands caught fire due alcohol contained sanitizer,0
4370,says nancy pelosi daughter board kennedy center important send money,0
4371,picture tiago leifert host big brother brazil group globo employees restaurant caption states globo advocates lockdown employees hanging fancy restaurants covid 19 epidemic,0
4372,mostly effort get american experts china announced coronavirus one person country trump pulled country,0
4373,says u developing antivirus includes chip track movement,0
4374,corona virus form successfully photographed indian scientists,0
4375,slow testing quick travel ban much critical saving lives,0
4376,plenty mortuary bags lenox hills hospital ny,0
4377,bolivia street selling child expelled selling spot street municipal guards threat take products away quarantine times,0
4378,facebook user uploaded video showing man inside police van spitting cop post claimed video proof tablighi community spreading coronavirus india,0
4379,chicago covid 19 actually lowered death rate,0
4380,voice record circulating turkey based johns hopkings university research,0
4381,orangutan us started wash hands imitating keeper,0
4382,video shows demolished 5g stations hong kong protestors held 5g responsible covid 19,0
4383,pandemic foreseen madonna 2019 album cover,0
4384,viral post claims aajtak news channel shows lockdown withdrawn places india today news channel shows extended till may 4,0
4385,government raided medical city private hospitals taking away personal protective equipment ppe,0
4386,mostly pope francis kissed feet black people asked forgiveness novel coronavirus scare,0
4387,news channel graphic stating indian lockdown extended may 4,0
4388,video orangutan washing hands viewed millions times facebook twitter youtube posts claim animal imitating zookeepers novel coronavirus pandemic,0
4389,new york hospitals treating coronavirus patients vitamin c,0
4390,man serbia broke curfew putting tree costume,0
4391,indian actor shah rukh khan donated money pakistan fight coronavirus help india,0
4392,mostly disaster management act implemented citizen allowed post update coronavirus,0
4393,ansa news reported former ecb governor mario draghi lead italian task force covid 19,0
4394,pictures shows two people seen going around pretending give protective masks people need careful thieves healthcare personnel,0
4395,malaysians eating soap way cure covid 19,0
4396,indian social activist arrested tried buy liquor lockdown period,0
4397,people riberalta bolivia punished demanding food,0
4398,portuguese authorities decided citizen goes work offcial authorization leave home,0
4399,hit run deaths counted covid 19 deaths paulo brazil,0
4400,russian people obey mandatory isolation imprisoned 5 years,0
4401,school weeks due covid 19 french summer hollidays shorter year,0
4402,muslims licking plates spread coronavirus infect people virus,0
4403,video shows eu flag lowered france protests outbreak policies,0
4404,mostly people sneezing purposefully spread coronavirus hazrat nizamuddin mosque delhi,0
4405,missouri students repeat school year covid 19 school closings,0
4406,cure coronavirus lemon garlic avocado ph level,0
4407,prince charles recovery covid 19 suspicious proof vaccine already exists,0
4408,soaking sea treat corona covid 19 virus infection,0
4409,59 church congregation africa killed drinking dettol prevent corona,0
4410,videos show chinese people spreading coronavirus countries,0
4411,e mail sent major newsrooms portuguese government announces cancellation great projects airports due finantial restrictions caused impact coronavirus,0
4412,italians threw away currency streets due covid 19 deaths,0
4413,coronavirus causes male infertility,0
4414,trump got moroccan shiekh muslim priest put spell prevent covid19,0
4415,president giammattei gave instructions contradictory published law regarding covid 19 mesures,0
4416,mostly coronavirus cause runny nose killed temperatures 26 degrees causes lung fibrosis within days infection diagnosed holding breath 10 seconds cured early stages drinking plenty water,0
4417,uk usa asked indian prime minister narendra modi lead task force tackle coronavirus,0
4418,bill gates wrote letter says coronavirus spiritual purpose great corrector,0
4419,facebook posts shared thousands times feature video us officials talking reporters captions claiming announcing arrest chinese sci,0
4420,image narration claim huge number muslims roaming beruwala city sri lanka curfew risking lives many amidst covid19,0
4421,list ten tips combat coronavirus board member stanford hospital covid 19 patients runny nose drinking hot water prevent infection covid 19,0
4422,information complete quarantine guatemala,0
4423,guatemalan ministry health hiding covid 19 case hospital city amatitl n,0
4424,harvard professor arrested created corona virus,0
4425,used clothing video comes corona patients china died,0
4426,queen elizabeth ii infected new coronavirus,0
4427,false deeply ginger onion garlic help coronavirus,0
4428,lidl supermarkets offering 250 euros worth food due new coronavirus pandemic,0
4429,mostly uv rays sunlight kill coronavirus,0
4430,lemon juice bicarbonate mixture prevents cures covid 19 israel,0
4431,italians throwing money streets useless time coronavirus scare,0
4432,whatsapp chain claims alert state government begin record calls track social media publications citizens,0
4433,azan islamic prayer call said old mosque granada first time 500 years covid19,0
4434,people italy dropping money streets covid19 crisis,0
4435,french summer hollidays rescheduled end july,0
4436,breathing steam boiling citrus peels prevents cures coronavirus,0
4437,video funeral corona patients italy died,0
4438,filmmaker sudhir mishra getting beaten police lockdown stepping home,0
4439,new certificate ministry interior requesting citizens order leave house,0
4440,mostly air india operating evacuation flights bring back stranded indians london,0
4441,amid coronavirus crisis italy streets filled discarded printed cash seen photos circulating social media,0
4442,donald trump announced comercialization vaccine,0
4443,viral text based image post claiming 5000 italy infected due mobile phone cover quoting findings research without specifying details name research post advises abandon phone cover use phone without phone cover,0
4444,image bakery items logo message given impression advised public consume bakery products amidst covid19 concerns,0
4445,post claiming yangon region myanmar locked within 48 hours saying announcement come officially,0
4446,video italian tv predicted virus 2015,0
4447,pope francis asked believers put white handkerchief doorstep plague go away,0
4448,king spain supposedly dissolve congress appoint emergency government state alarm,0
4449,multiple posts shared hundreds times facebook twitter march 2020 claim new vaccine new drug developed prevent treat novel coronavirus posts claim developments made scientists japan philippines respectively,0
4450,kaaba opened hajj stopped,0
4451,official news naples people used tocilizumab drug cure covid 19,0
4452,video viewed tens thousands times multiple facebook instagram youtube posts claim shows people china toppling 5g tower fears cause novel coronavirus,0
4453,mostly advisory asks people consume bakery items get contaminated coronavirus easily,0
4454,several photos coffins allegedly victims coronavirus police investigated,0
4455,inhalation hot steam kill novel coronavirus,0
4456,video alleged seer predicted coronavirus december 2019,0
4457,video post related corona virus circulating social media saying china distributing quran,0
4458,french doctor jean roger hospital sent e mail claim protect covid 19 drinking water 15 minutes,0
4459,complete registration 5000 baht support fund show green sign blue sign,0
4460,partly website offers rapid test covid19 check seconds,0
4461,mostly inhaling steam sea salt orange peelings prevent coronavirus infection,0
4462,current coronavirus outbreak due movement towards 5g,0
4463,boiled sumac cures covid 19,0
4464,pakistan dr usama riaz contracted coronavirus treating patients left died,0
4465,viral text message claims chemical substances methylxanthines required cure covid 19 found tea dr li wenliang found cure researching coronavirus death,0
4466,huawei stopped donating masks europe,0
4467,comparison evolution coronavirus argentina chile,0
4468,audio clips doctor works argentina important lab testing coronavirus,0
4469,co founder union progress democracy upyd party rosa e allegedly tweeted says time army take handle emergency,0
4471,cdc recommends people shave facial hair prevent coronavirus,0
4472,covid 19 affects mainly people type blood group ii,0
4473,coffins people died covid 19 would stay home idiots,0
4474,official statement serbian governement claiming experts recommended ban pet walks,0
4475,coronavirus stays 8 hours spreading air,0
4476,argentinian vicepresident flew home state violeted quarantine,0
4477,recipe involving full lemon ground cloves cured woman covid19 symptoms sure maid actually covid19 still encourage people think take recipe,0
4478,59 people kenya die drinking detol prophet rufus phala ak spiritual christian church told prevent covid19 infection,0
4479,according university university turin taking vitamin reduce risk infection coronavirus,0
4480,post shared repeatedly multiple posts facebook claim singapore started enforcing spot fines people flout certain social distancing regulations novel coronavirus pandemic,0
4481,article shared hundreds times facebook claims ethiopian government approved traditional medicine treatment covid 19 successful clinical trials animals humans,0
4482,posts social media claim spanish biological researcher called international soccer stars cristiano ronaldo lionel messi find cure covid 19 since earn much money scientists,0
4483,italian president mattarella italy declare life long quarantine,0
4484,drinking mix baking soda lemon hot tea cures covid 19 claims cure meant cases covid 19 israel drink popular,0
4485,photo kenyan crowds waiting coronavirus curfew start,0
4486,mostly indian telecom company jio announced free recharge worth rs 498 indian citizens coronavirus lockdown,0
4487,video clip shows people keep leaving phuket,0
4488,mostly dr usman riyaz delhi died coronavirus,0
4489,video shows italian people islamic prayer streets asking god alleviate covid19 epidemic,0
4490,houses heated 23 celsius new coronavirus spread low temperatures,0
4491,car insurance cover damage vehicle quarantine,0
4492,newborn babies call boiled eggs treat corona,0
4493,video claiming canadian prime minister justin trudeau wife sophie gr goire trudeau infected coronavirus,0
4494,indian government issued guideline monitor citizens activity call social media handles surveillance,0
4495,prince charles tested positive covid 19 meeting bollywood singer kanika kapoor,0
4496,councilor podemos canary islands tweeted useless elderly dead left street,0
4497,puerta de hierro hospital madrid uses whole floor president family,0
4498,space hospitals italy people crowding outside,0
4499,first death coronavirus barranquilla columbia,0
4500,audio says mms sodium chlorite cures coronavirus 24 hours,0
4501,video post claiming inhaling traditional appetizer salt limestone cure covid 19 infection,0
4502,viral whatsapp audio message claims president buhari chief staff flew country coronavirus treatment,0
4503,indian politician claimed strain coronavirus india less virulent mutation,0
4504,vaccine coronavirus found,0
4505,image poster stating indian religious leader mata amritanandamayi hidden foreigners hermitage allowed tested,0
4506,italian president said italy surrendered coronavirus,0
4507,image mother unable feed suckling battles covid 19,0
4508,images medical facility shared claim indian army set 1000 bed hospital rajasthan amidst coronavirus pandemic,0
4509,image covid19 infected indonesian doctor hadio ali watching daughters distance bids final goodbye image said posted wife,0
4510,audio clip circulating whatsapp claiming nagpur second capital indian state maharashtra tested 59 positive coronavirus cases including 3 doctors,0
4511,decathlon snorkeling masks used hospitals help patients breathing,0
4512,take seriously card efficacy chloroquine,0
4513,photos patients medical beds street show situation italian hospitals,0
4514,vladimir putin drop lions streets force russians stay home,0
4515,photo posts claiming person committing suicide jumping building italy doctor couple italian hospital hours death chaos italian hospital amid covid19,0
4516,reliance jio one biggest telecom networks india providing internet free covid 19,0
4517,picture claiming italian man committed suicide whole family succumbed covid 19,0
4518,message chu mans hospital france presenting alarmist arguments encourage french people stay home,0
4519,image human body figurines bowl claims china serving human baby soup restaurants,0
4520,videos showing police detaining covid 19 patients india,0
4521,pictures people stranded hospital beds claimed italy coping pressure covid 19 cases india learn italy mistakes step house 21 days lockdown,0
4522,post photo claiming italian mother suffering covid 19 hugs baby,0
4523,decreed suspension medical activities,0
4524,herd deer shared flocking tamil nadu india due lockdown coronavirus,0
4525,outbreak discussed german bundestag back 2012,0
4526,portuguese government spent much acceptable price ventilators,0
4527,putin sent lions streets discourage people going,0
4528,chart shows current cases turkey,0
4529,augusto heleno brazilian general cured covid 19 infection using chloroquine,0
4530,dead bodies coronavirus patients discarded mass graves italy according 23 second video clip gone viral social media,0
4531,partly coronavirus reach chinese cities beijing shanghai well russia north korea,0
4532,supposed quote argentinian president alerting goverment aid going removed violeted quarantine,0
4533,image shared hundreds times multiple posts facebook alongside claim shows poster issued activist group extinction rebellion states corona cure humans disease,0
4534,video shows bodies streets saying current situation italy,0
4535,putin enter meeting ministries wearing full yellow suit used quarantine doctors protect catching covid19,0
4536,48 year old man unemployed due covid 19 crisis attempted suicide paulo,0
4538,france canceled fees electricity gas water rent,0
4539,prince charles infected coronavirus meeting indian singer kanika kapoor,0
4540,59 positive coronavirus cases nagpur along 3 doctors one ventilator,0
4541,numerous conspiracy theories shared social media claim 5g mobile networks cause novel coronavirus pandemic,0
4542,ministry economic development summoned italians avoid sharing videos whatsapp due overcharging issues given working home covid 19 emergency,0
4543,mostly north korean president ordered shoot first coronavirus pateint country,0
4544,mostly viral video claims mass graves italy,0
4545,treatment covid 19 manufactured uganda,0
4546,american die self administered chloroquine,0
4547,publication claiming city san jos costa rica created mass graves covid 19 victims,0
4548,get coronavirus makeup creams,0
4549,coronavirus remains asphalt 9 days,0
4550,nairobi governor mike sonko donated 58 million shillings covid 19 response,0
4551,mostly countries use nivaquine chloroquine malaria affected coronavirus,0
4552,publication facebook assures confirmed spanish president 3 vice presidents ill covid 19 assures king must close parliament dissolve cortes take political military control country,0
4553,cigarette smoke spreads coronavirus,0
4554,mosquitoes spread coronavirus,0
4555,internet crash lockdown,0
4556,france state pays 46 billions year army 1 billion inhabitants health,0
4557,video circulating whatsapp covid 19 patient escaping hospital costa rica,0
4558,message image claims drinking coffee help prevent new coronavirus,0
4559,whatsapp chain workers argentina important lab testing coronavirus advised leave house next 2 weeks infection peak,0
4560,pakistani doctor dr osama riaz last message taking last breath,0
4561,indian army built 1000 bed quarantine facility covid 19,0
4562,streaming apps netflix amazon prime give free subscriptions covid 19 outbreak india,0
4563,indian government snooping messages social media social media platforms wll monitored covid 19 messages,0
4564,dealing 134 patients italien doctor couple took masks stared bottom hearts died later,0
4565,application menthol ointment nostrils helps prevent virus,0
4566,image couple claimed doctors lost lives due coronavirus,0
4567,message sent whatsapp states ministry defense china announced successfully developed vaccine new coronavirus causes covid 19 disease portugal would receive first doses days,0
4568,says leave objects sun avoid contracting coronavirus,0
4569,several photographs published facebook claim portray coffins victims new coronavirus italy,0
4570,offering monetary help buy medicines food emergency,0
4571,200 doctors italy die every day due coronavirus,0
4572,thanks halt imposed government travel boats covid 19 crocodile shown venice canals,0
4573,italian people streets surerendering farewelling world covid19,0
4574,news bullettin 2015 proves covid 19 created laboratory wuhan,0
4575,government mandated decree salary cut high public officials,0
4576,malaysia dismiss residents outside home drones shoot fireworks,0
4577,photo italian pm giuseppe conte cried regretting late lockdown,0
4578,un providing food aid south american countries due coronavirus pandemic,0
4579,china got prepared contain virus let whole population got infected,0
4580,italians accept islam en masse,0
4581,brasilian singer preta gile infected covid 19 performed 320 thousand people,0
4582,post says vaccine new coronavirus available days,0
4583,facebook posts featuring photo ventilators us state new york claim devices stuck warehouse,0
4584,president national assembly serbia maja gojkovic claimed according constitution parliament cannot session state emergency,0
4585,charged 135 euro fine driving several persons car lockdown,0
4586,costa rica dead bodies returned families,0
4587,costa rica red cross walmart giving emergency funds covid 19,0
4588,video shows malaysian police sanction people violated lockdown stipulation hitting foot sole,0
4589,gargling hot water cures coronavirus says doctor mumbai covid 19 hospital,0
4590,police commissioner mumbai asked essential services available certain hours,0
4591,false oms grants food medicine vouchers,0
4592,partly says order gov tony evers eight children legally dinner together anymore,1
4593,mostly says nancy pelosi coronavirus bill includes tax credits solar wind energy retirement plans community newspaper employees 300 million pbs climate change studies,1
4594,gargling warm water salt vinegar eliminates virus sars cov 2,0
4595,post says march 22 793 people died italy including 232 kids,0
4596,photo people medical scrubs lying floor operating theatre shows 200 italian doctors died covid 19 one day 23 march 2020,0
4597,vaccine covid 19 finally ready,0
4598,italian police brutal people following lockdowns india follow,0
4599,slices lemon cup hot water save life hot lemon kill proliferation novel coronavirus,0
4601,photographs shared hundreds times online purport show coffins italian victims novel coronavirus pandemic,0
4602,vaccine coronavirus developed,0
4603,george soros one people responsible new coronavirus born laboratory,0
4604,italian mimcks muslim prayers fear covid19,0
4605,photo shows dozens wooden coffins people dead coronavirus italy,0
4606,south african mayor claimed interferon alpha 2b vaccine new coronavirus,0
4607,take ibuprofen appears drug would enhance accelerate effects covid 19,0
4608,putin stated russian citizens 2 options stay home 15 days jail 5 years,0
4609,video former iraqi dictator saddam hussein shared repeatedly facebook twitter instagram alongside claim shows stating us threatened spread novel coronavirus covid 19 iraq meeting 1990s,0
4610,photo showing crowd illegal due quarantine way cross prayers wejherowo,0
4611,french state gives benefit people unemployed covid 19 people partially unenmployed due coronavirus,0
4612,washington admits responsible covid19,0
4613,russia released 500 lions enforce quarantine covid 19,0
4614,screenshot nigerian television station showing breakdown 472 confirmed cases shared facebook twitter whatsapp alongside claims shows novel coronavirus cases across country,0
4615,video viewed hundreds thousands times facebook twitter youtube alongside claim shows drone launching fireworks people breached curfew malaysia nationwide coronavirus lockdown,0
4616,twitter user claimed russia released 500 tigers keep people inside lockdown,0
4617,video made dr mario pesaresi recomends water steam deactivite coronavirus,0
4618,image shows spanish scientist asking cristiano ronaldo messi find cure covid 19,0
4619,confirmed covid 19 airborne,0
4620,second hand clothes blankets sold cheaply african markets infected coronavirus,0
4621,one photograph meeting bolivian health minister anibal cruz delegates hints hiding current figures infections covid 19 population,0
4622,president giammattei said country 10 000 covid 19 test,0
4623,prime minister narendra modi announced 14 hour curfew virus lives 12 hours surfaces,0
4624,celebrities spreading misinformation coronavirus janata curfew india,0
4625,partly yves levy husband former french health minister agn buzyn inaugurated p4 laboratory wuhan china thethe coronavirus sars cov 2 created,0
4626,go 2020census gov fill census form get stimulus check,0
4627,polish telecommunications provider play installed 5g antennas quarantine,0
4628,belgium health minister banned group sex due coronavirus outbreak associated orgy,0
4629,statue virgin mary loreto carried plane italy ask pandemic covid 19 stop,0
4630,denmark passed 200 new cases covid 19 one day 26 cases,0
4631,pets transmit new coronavirus,0
4632,fill 2020 us census form receive economic stimulus payment,0
4633,worshipers beaten policemen gathered church,0
4634,chinese woman mombasa attacked killed showing flu like symptoms refusing go hospital,0
4635,partly 22 travellers uganda eu uganda business summit scheduled early march refused go quarantine,0
4636,recommanded disinfect everything buy bleach prevent infected coronavirus,0
4637,stocks medical masks made woippy moselle company blocked lack agreement government inspite shortage masks france,0
4638,19 tigers fans got infected covid 19 ny,0
4639,people type blood resistant covid 19,0
4640,purported warning australian hospitals shared thousands times multiple posts facebook using petrol pumps enable spread novel coronavirus covid 19,0
4641,rinsing throat nose warm salt water save getting new coronavirus,0
4642,photo circulating facebook nigeria appears show president muhammadu buhari shaking hands nation code conduct bureau chairman mohammed isa men wearing face masks seeming flouting precautions novel coronavirus pandemic,0
4643,partially death kobe bryant overshadowed news american drugmaker hustling make vaccine coronavirus 200 people died covid 19 august 2019 usa,0
4644,korean drama predicted occurence covid19 2018,0
4645,image coffins showing victims covid 19 italy,0
4646,image coffins italy,0
4647,president rodrigo duterte said covid 19 disease caused novel coronavirus transmitted contact people,0
4648,partly us president donald trump said white house briefing friday march 20 chloroquine hydroxychloroquine often used treat malaria approved food drug administration fda treatment covid 19,0
4649,mostly says truck drivers turned away fast food restaurants covid 19 pandemic,1
4650,picture show dozens coffins italy coronavirus,0
4651,forbidden one car france confinement,0
4652,1720 1919 2020 every hundred years pandemia cleans earth,0
4653,french education minister postponed summer holidays coronavirus oubreak,0
4654,mostly wisconsin state republicans voted protecting citizens,1
4655,fish tank additive may treat coronavirus,0
4656,partially romania introducing new law penalize breaking quarantine 15 years imprisonment,0
4657,italian doctor saying one died coronavirus,0
4658,post claims cases new coronavirus russia,0
4659,using hot air hair dryer sinuses prevent treat covid19,0
4660,runny nose covid 19 symptom,0
4661,world health organization offering free internet public access information covid 19,0
4662,mostly coronavirus cases u 38 hospitalized 35,0
4663,huge results breaking chloroquine study show 100 cure rate patients infected coronavirus,0
4664,prime minister conte foregone 20 salary due covid 19,0
4665,people replied government text texts saying respect confinement measures facing justice,0
4666,crocodiles spotted swimming canals venice without bustle tourists,0
4667,canals venice become cleaner shutdown attracting schools fish dolphins,0
4668,four men tested positive covid 19 cameroon ran away hospital,0
4669,tanzanian club spokesman haji manara infected covid 19 tour netherlands,0
4670,fake quote senator philippines francis kiko pangilinan saying wants children exempted lockdown,0
4671,agn buzyn former french minister health took chloroquine list drugs could sold counter coronavirus started spread,0
4672,offering free data coronavirus info,0
4673,coronavirus created biological laboratory wuhan,0
4674,posts circulating social media claim ugandan kenyan authorities instructed landlords stop collecting rent due novel coronavirus,0
4675,gargling salt water protect covid 19 washing virus gut,0
4676,according art 116 state emergency implemented mexico limit free movement people combat covid 19 epidemic,0
4677,china recognizes palestinian doctor discoverer corona covid 19 virus vaccine,0
4678,drinking water every 15 minutes helps avoid contagion cononavirus,0
4679,audio message shared whatsapp users affirms covid 19 dies 27 celsius,0
4680,audio broadcast whatsapp indicates garlic helps overcome diseases coronavirus,0
4681,beverages like akpeteshie local brewed spirit made sugarcane palm wine used substitute hand sanitizers,0
4682,allegations garlic cold shower helps avoid covid19,0
4683,martial law imminent united states,0
4685,screenshot purported internal email disclosing bank pakistani city rawalpindi closed employee tested positive novel coronavirus covid 19 shared facebook twitter whatsapp,0
4686,partially homemade recipes alcohol gel,0
4687,netflix offering free access quarantine,0
4688,italian national guard declared apply stricter sect rules called bls 4 covid 19 contained april 15th,0
4689,unhcr said migrants illegals malaysia resisting covid 19 testing,0
4690,message shared whatsapp facebook claims 15 coronavirus cases linked burnaby metrotown mall western canadian province british columbia,0
4691,video shows brawl week took place supermarket aubervilliers france coronavirus,0
4692,photo shows french nurses holding sign denounce police violence,0
4693,facebook post claiming french animal shelters overwhelmed abandonment dogs cats due coronavirus,0
4694,claim coronavirus created patented french institute institut pasteur,0
4695,rodrigo maia president lower house congress brazil voted law forbids president close borders,0
4696,coronavirus victims buried morning wednesday italy rest peace,0
4697,goats ajmer rajasthan found covid 19 positive,0
4698,indian cricketer sachin tendulkar asked meat shops banned lieu covid 19,0
4699,covid 19 passengers disembarked senegal airport,0
4700,covid 19 invented big french public medical institute institut pasteur,0
4701,helicopters argentine air force spray disinfectant coronavirus,0
4702,christine lagarde said elderly live long risk global economy,0
4703,cali colombia going quarantined say 14 days commerce supermarkets shopping malls closed one enter leave land plane,0
4704,mostly photo shows coffins people died coronavirus italy shows virus dangerous stay inside,0
4705,mostly jobcenters unemployed people close today germany,1
4706,stopping breathing 10 seconds help detect coronavirus,0
4707,ecuador maritza fr former director te filo vila hospital machala mauro calle former manager health center concealed official figures infected,0
4708,coronavirus phase 4 involves war code,0
4709,people blood type prone get coronavirus,0
4710,egyptian doctor invented fluid treat coronavirus,0
4711,maracaibo venezuela safest city avoid coronavirus hot said unicef,0
4712,covid 19 worse outbreaks occurred every election year suggesting new coronavirus hyped hurt president donald trump,0
4713,australian researchers found bananas help prevent infection covid 19,0
4714,kitchen foods plus morning sunshine prevent cure coronavirus,0
4715,man contracts covid 19 eating mutton,0
4716,video shows chinese police crackdown suspected covid 19 patients,0
4717,image coffins italy showing carnage due recent covid 19 outbreak,0
